date,county,count_new,count_total,death_new,death_total
2020-08-27,San Francisco,76,9014,2,82
2020-08-28,San Francisco,121,9135,1,83
2020-08-29,San Francisco,156,9291,0,83
2020-08-30,San Francisco,3,9294,0,83
2020-08-31,San Francisco,-1,9293,0,83
2020-09-01,San Francisco,199,9492,0,83
2020-09-02,San Francisco,95,9587,1,84
2020-09-03,San Francisco,49,9636,0,84
2020-09-04,San Francisco,58,9694,0,84
2020-09-05,San Francisco,118,9812,2,86
2020-09-06,San Francisco,1,9813,0,86
2020-09-07,San Francisco,0,9813,0,86
2020-09-08,San Francisco,8,9821,0,86
2020-09-09,San Francisco,175,9996,1,87
2020-09-10,San Francisco,86,10082,1,88
2020-09-11,San Francisco,51,10133,1,89
2020-09-12,San Francisco,124,10257,1,90
2020-09-13,San Francisco,-3,10254,1,91
2020-09-14,San Francisco,1,10255,0,91
2020-09-15,San Francisco,159,10414,0,91
2020-09-16,San Francisco,88,10502,0,91
2020-09-17,San Francisco,62,10564,0,91
2020-09-18,San Francisco,80,10644,5,96
2020-09-19,San Francisco,97,10741,1,97
2020-09-20,San Francisco,2,10743,2,99
2020-09-21,San Francisco,0,10743,0,99
2020-09-22,San Francisco,150,10893,0,99
2020-09-23,San Francisco,33,10926,0,99
2020-09-24,San Francisco,66,10992,0,99
2020-09-25,San Francisco,74,11066,0,99
2020-09-26,San Francisco,47,11113,2,101
2020-09-27,San Francisco,1,11114,0,101
2020-09-28,San Francisco,0,11114,0,101
2020-09-29,San Francisco,28,11142,0,101
2020-09-30,San Francisco,105,11247,3,104
2020-10-01,San Francisco,37,11284,2,106
2020-10-02,San Francisco,114,11398,1,107
2020-10-03,San Francisco,77,11475,0,107
2020-10-04,San Francisco,-1,11474,1,108
2020-10-05,San Francisco,2,11476,0,108
2020-10-06,San Francisco,37,11513,3,111
2020-10-07,San Francisco,38,11551,3,114
2020-10-08,San Francisco,57,11608,1,115
2020-10-09,San Francisco,12,11620,6,121
2020-10-10,San Francisco,43,11663,2,123
2020-10-11,San Francisco,-4,11659,0,123
2020-10-12,San Francisco,0,11659,0,123
2020-10-13,San Francisco,0,11659,0,123
2020-10-14,San Francisco,124,11783,0,123
2020-10-15,San Francisco,25,11808,3,126
2020-10-16,San Francisco,32,11840,4,130
2020-10-17,San Francisco,37,11877,3,133
2020-10-18,San Francisco,1,11878,0,133
2020-10-19,San Francisco,1,11879,0,133
2020-10-20,San Francisco,134,12013,0,133
2020-10-21,San Francisco,-37,11976,4,137
2020-10-22,San Francisco,15,11991,1,138
2020-10-23,San Francisco,24,12015,2,140
2020-10-24,San Francisco,58,12073,0,140
2020-10-25,San Francisco,-1,12072,0,140
2020-10-26,San Francisco,0,12072,0,140
2020-10-27,San Francisco,146,12218,0,140
2020-10-28,San Francisco,43,12261,5,145
2020-10-29,San Francisco,51,12312,0,145
2020-10-30,San Francisco,72,12384,2,147
2020-10-31,San Francisco,54,12438,1,148
2020-11-01,San Francisco,-2,12436,0,148
2020-11-02,San Francisco,0,12436,0,148
2020-11-03,San Francisco,149,12585,1,149
2020-11-04,San Francisco,64,12649,0,149
2020-11-05,San Francisco,77,12726,0,149
2020-11-06,San Francisco,99,12825,2,151
2020-11-07,San Francisco,155,12980,0,151
2020-11-08,San Francisco,5,12985,0,151
2020-11-09,San Francisco,-1,12984,0,151
2020-11-10,San Francisco,226,13210,0,151
2020-11-11,San Francisco,77,13287,1,152
2020-11-12,San Francisco,2,13289,1,153
2020-11-13,San Francisco,227,13516,0,153
2020-11-14,San Francisco,145,13661,2,155
2020-11-15,San Francisco,96,13757,1,156
2020-11-16,San Francisco,90,13847,0,156
2020-11-17,San Francisco,105,13952,0,156
2020-11-18,San Francisco,105,14057,0,156
2020-11-19,San Francisco,121,14178,0,156
2020-11-20,San Francisco,149,14327,0,156
2020-11-21,San Francisco,118,14445,2,158
2020-11-22,San Francisco,70,14515,0,158
2020-11-23,San Francisco,131,14646,0,158
2020-11-24,San Francisco,228,14874,0,158
2020-11-25,San Francisco,179,15053,2,160
2020-11-26,San Francisco,103,15156,0,160
2020-11-27,San Francisco,221,15377,0,160
2020-11-28,San Francisco,73,15450,0,160
2020-11-29,San Francisco,121,15571,0,160
2020-11-30,San Francisco,67,15638,0,160
2020-12-01,San Francisco,159,15797,0,160
2020-12-02,San Francisco,261,16058,0,160
2020-12-03,San Francisco,178,16236,1,161
2020-12-04,San Francisco,263,16499,1,162
2020-12-05,San Francisco,287,16786,2,164
2020-12-06,San Francisco,321,17107,0,164
2020-12-07,San Francisco,113,17220,0,164
2020-12-08,San Francisco,164,17384,0,164
2020-12-09,San Francisco,244,17628,0,164
2020-12-10,San Francisco,317,17945,1,165
2020-12-11,San Francisco,301,18246,2,167
2020-12-12,San Francisco,167,18413,0,167
2020-12-13,San Francisco,273,18686,0,167
2020-12-14,San Francisco,218,18904,0,167
2020-12-15,San Francisco,379,19283,0,167
2020-12-16,San Francisco,341,19624,5,172
2020-12-17,San Francisco,315,19939,0,172
2020-12-18,San Francisco,376,20315,1,173
2020-12-19,San Francisco,328,20643,3,176
2020-12-20,San Francisco,294,20937,0,176
2020-12-21,San Francisco,149,21086,0,176
2020-12-22,San Francisco,146,21232,0,176
2020-03-18,Orange,38,38,0,0
2020-03-19,Orange,21,59,0,0
2020-03-20,Orange,12,71,0,0
2020-03-21,Orange,14,85,0,0
2020-03-22,Orange,17,102,0,0
2020-03-23,Orange,36,138,0,0
2020-03-24,Orange,28,166,0,0
2020-03-25,Orange,48,214,1,1
2020-03-26,Orange,65,279,0,1
2020-03-27,Orange,20,299,1,2
2020-03-28,Orange,29,328,0,2
2020-03-29,Orange,15,343,0,2
2020-03-30,Orange,75,418,3,5
2020-03-31,Orange,88,506,2,7
2020-04-01,Orange,73,579,4,11
2020-04-02,Orange,61,640,1,12
2020-04-03,Orange,73,713,1,13
2020-04-04,Orange,68,781,2,15
2020-04-05,Orange,39,820,0,15
2020-04-06,Orange,90,910,2,17
2020-04-07,Orange,61,971,2,19
2020-04-08,Orange,63,1034,0,19
2020-04-09,Orange,71,1105,0,19
2020-04-10,Orange,62,1167,-2,17
2020-04-11,Orange,100,1267,4,21
2020-04-12,Orange,16,1283,0,21
2020-04-13,Orange,30,1313,0,21
2020-04-14,Orange,49,1362,0,21
2020-04-15,Orange,15,1377,1,22
2020-04-16,Orange,62,1439,4,26
2020-04-17,Orange,57,1496,2,28
2020-04-18,Orange,73,1569,4,32
2020-04-19,Orange,22,1591,0,32
2020-04-20,Orange,88,1679,1,33
2020-04-21,Orange,38,1717,0,33
2020-04-22,Orange,68,1785,1,34
2020-04-23,Orange,56,1841,2,36
2020-04-24,Orange,104,1945,3,39
2020-04-25,Orange,102,2047,0,39
2020-04-26,Orange,77,2124,1,40
2020-04-27,Orange,74,2198,2,42
2020-04-28,Orange,126,2324,0,42
2020-04-29,Orange,97,2421,2,44
2020-04-30,Orange,170,2591,2,46
2020-05-01,Orange,69,2660,5,51
2020-05-02,Orange,114,2774,1,52
2020-05-03,Orange,85,2859,3,55
2020-05-04,Orange,72,2931,2,57
2020-05-05,Orange,110,3041,4,61
2020-05-06,Orange,115,3156,4,65
2020-05-07,Orange,127,3283,1,66
2020-05-08,Orange,112,3395,6,72
2020-05-09,Orange,111,3506,3,75
2020-05-10,Orange,121,3627,1,76
2020-05-11,Orange,72,3699,2,78
2020-05-12,Orange,144,3843,0,78
2020-05-13,Orange,182,4025,2,80
2020-05-14,Orange,138,4163,0,80
2020-05-15,Orange,118,4281,4,84
2020-05-16,Orange,115,4396,3,87
2020-05-17,Orange,70,4466,1,88
2020-05-18,Orange,92,4558,0,88
2020-05-19,Orange,188,4746,0,88
2020-05-20,Orange,120,4866,10,98
2020-05-21,Orange,109,4975,14,112
2020-05-22,Orange,169,5144,6,118
2020-05-23,Orange,169,5313,12,130
2020-05-24,Orange,126,5439,1,131
2020-05-25,Orange,162,5601,0,131
2020-05-26,Orange,50,5651,0,131
2020-05-27,Orange,198,5849,5,136
2020-05-28,Orange,196,6045,6,142
2020-05-29,Orange,131,6176,3,145
2020-05-30,Orange,178,6354,1,146
2020-05-31,Orange,178,6532,1,147
2020-06-01,Orange,108,6640,0,147
2020-06-02,Orange,150,6790,3,150
2020-06-03,Orange,149,6939,8,158
2020-06-04,Orange,253,7192,7,165
2020-06-05,Orange,199,7391,9,174
2020-06-06,Orange,185,7576,2,176
2020-06-07,Orange,67,7643,1,177
2020-06-08,Orange,143,7786,0,177
2020-06-09,Orange,205,7991,8,185
2020-06-10,Orange,231,8222,13,198
2020-06-11,Orange,82,8304,4,202
2020-06-12,Orange,136,8440,8,210
2020-06-13,Orange,141,8581,7,217
2020-06-14,Orange,163,8744,4,221
2020-06-15,Orange,200,8944,0,221
2020-06-16,Orange,219,9163,12,233
2020-06-17,Orange,115,9278,11,244
2020-06-18,Orange,319,9597,6,250
2020-06-19,Orange,375,9972,7,257
2020-06-20,Orange,312,10284,10,267
2020-06-21,Orange,279,10563,2,269
2020-06-22,Orange,148,10711,6,275
2020-06-23,Orange,360,11071,0,275
2020-06-24,Orange,733,11804,24,299
2020-06-25,Orange,498,12302,7,306
2020-06-26,Orange,466,12768,17,323
2020-06-27,Orange,323,13091,0,323
2020-06-28,Orange,498,13589,3,326
2020-06-29,Orange,963,14552,4,330
2020-06-30,Orange,649,15201,10,340
2020-07-01,Orange,1834,17035,5,345
2020-07-02,Orange,21,17056,9,354
2020-07-03,Orange,1763,18819,6,360
2020-07-04,Orange,428,19247,3,363
2020-07-05,Orange,183,19430,3,366
2020-07-06,Orange,737,20167,0,366
2020-07-07,Orange,1574,21741,3,369
2020-07-08,Orange,347,22088,7,376
2020-07-09,Orange,872,22960,26,402
2020-07-10,Orange,732,23692,10,412
2020-07-11,Orange,738,24430,9,421
2020-07-12,Orange,969,25399,2,423
2020-07-13,Orange,579,25978,1,424
2020-07-14,Orange,937,26915,9,433
2020-07-15,Orange,803,27718,22,455
2020-07-16,Orange,807,28525,11,466
2020-07-17,Orange,437,28962,3,469
2020-07-18,Orange,641,29603,25,494
2020-07-19,Orange,338,29941,-2,492
2020-07-20,Orange,396,30337,1,493
2020-07-21,Orange,1019,31356,20,513
2020-07-22,Orange,691,32047,8,521
2020-07-23,Orange,816,32863,22,543
2020-07-24,Orange,667,33530,13,556
2020-07-25,Orange,448,33978,6,562
2020-07-26,Orange,374,34352,2,564
2020-07-27,Orange,297,34649,2,566
2020-07-28,Orange,183,34832,15,581
2020-07-29,Orange,507,35339,6,587
2020-07-30,Orange,766,36105,17,604
2020-07-31,Orange,91,36196,14,618
2020-08-01,Orange,507,36703,31,649
2020-08-02,Orange,563,37266,2,651
2020-08-03,Orange,439,37705,0,651
2020-08-04,Orange,139,37844,2,653
2020-08-05,Orange,63,37907,12,665
2020-08-06,Orange,492,38399,32,697
2020-08-07,Orange,60,38459,7,704
2020-08-08,Orange,229,38688,16,720
2020-08-09,Orange,556,39244,6,726
2020-08-10,Orange,1201,40445,-2,724
2020-08-11,Orange,760,41205,10,734
2020-08-12,Orange,371,41576,11,745
2020-08-13,Orange,443,42019,24,769
2020-08-14,Orange,380,42399,20,789
2020-08-15,Orange,412,42811,20,809
2020-08-16,Orange,492,43303,1,810
2020-08-17,Orange,318,43621,0,810
2020-08-18,Orange,38,43659,5,815
2020-08-19,Orange,279,43938,18,833
2020-08-20,Orange,361,44299,23,856
2020-08-21,Orange,326,44625,26,882
2020-08-22,Orange,506,45131,14,896
2020-08-23,Orange,136,45267,1,897
2020-08-24,Orange,269,45536,0,897
2020-08-25,Orange,201,45737,15,912
2020-08-26,Orange,420,46157,6,918
2020-08-27,Orange,292,46449,29,947
2020-08-28,Orange,247,46696,9,956
2020-08-29,Orange,311,47007,19,975
2020-08-30,Orange,276,47283,4,979
2020-08-31,Orange,109,47392,1,980
2020-09-01,Orange,279,47671,8,988
2020-09-02,Orange,200,47871,19,1007
2020-09-03,Orange,355,48226,11,1018
2020-09-04,Orange,262,48488,24,1042
2020-09-05,Orange,238,48726,9,1051
2020-09-06,Orange,205,48931,2,1053
2020-09-07,Orange,201,49132,0,1053
2020-09-08,Orange,82,49214,3,1056
2020-09-09,Orange,180,49394,9,1065
2020-09-10,Orange,223,49617,4,1069
2020-09-11,Orange,138,49755,12,1081
2020-09-12,Orange,140,49895,12,1093
2020-09-13,Orange,166,50061,0,1093
2020-09-14,Orange,88,50149,0,1093
2020-09-15,Orange,145,50294,12,1105
2020-09-16,Orange,120,50414,6,1111
2020-09-17,Orange,123,50537,4,1115
2020-09-18,Orange,196,50733,8,1123
2020-09-19,Orange,266,50999,4,1127
2020-09-20,Orange,234,51233,1,1128
2020-09-21,Orange,130,51363,0,1128
2020-09-22,Orange,165,51528,22,1150
2020-09-23,Orange,130,51658,26,1176
2020-09-24,Orange,91,51749,6,1182
2020-09-25,Orange,282,52031,22,1204
2020-09-26,Orange,172,52203,10,1214
2020-09-27,Orange,255,52458,2,1216
2020-09-28,Orange,175,52633,0,1216
2020-09-29,Orange,122,52755,33,1249
2020-09-30,Orange,161,52916,19,1268
2020-10-01,Orange,172,53088,7,1275
2020-10-02,Orange,211,53299,6,1281
2020-10-03,Orange,274,53573,5,1286
2020-10-04,Orange,393,53966,0,1286
2020-10-05,Orange,137,54103,1,1287
2020-10-06,Orange,100,54203,2,1289
2020-10-07,Orange,129,54332,3,1292
2020-10-08,Orange,191,54523,14,1306
2020-10-09,Orange,223,54746,10,1316
2020-10-10,Orange,219,54965,24,1340
2020-10-11,Orange,237,55202,1,1341
2020-10-12,Orange,171,55373,0,1341
2020-10-13,Orange,142,55515,0,1341
2020-10-14,Orange,241,55756,19,1360
2020-10-15,Orange,196,55952,31,1391
2020-10-16,Orange,139,56091,10,1401
2020-10-17,Orange,106,56197,8,1409
2020-10-18,Orange,197,56394,0,1409
2020-10-19,Orange,258,56652,1,1410
2020-10-20,Orange,262,56914,2,1412
2020-10-21,Orange,275,57189,11,1423
2020-10-22,Orange,229,57418,11,1434
2020-10-23,Orange,177,57595,6,1440
2020-10-24,Orange,333,57928,4,1444
2020-10-25,Orange,257,58185,3,1447
2020-10-26,Orange,192,58377,0,1447
2020-10-27,Orange,173,58550,7,1454
2020-10-28,Orange,251,58801,13,1467
2020-10-29,Orange,245,59046,1,1468
2020-10-30,Orange,288,59334,7,1475
2020-10-31,Orange,154,59488,8,1483
2020-11-01,Orange,245,59733,1,1484
2020-11-02,Orange,263,59996,-1,1483
2020-11-03,Orange,287,60283,1,1484
2020-11-04,Orange,180,60463,7,1491
2020-11-05,Orange,277,60740,3,1494
2020-11-06,Orange,309,61049,9,1503
2020-11-07,Orange,334,61383,3,1506
2020-11-08,Orange,651,62034,3,1509
2020-11-09,Orange,301,62335,0,1509
2020-11-10,Orange,262,62597,3,1512
2020-11-11,Orange,332,62929,2,1514
2020-11-12,Orange,303,63232,6,1520
2020-11-13,Orange,572,63804,2,1522
2020-11-14,Orange,536,64340,2,1524
2020-11-15,Orange,668,65008,2,1526
2020-11-16,Orange,388,65396,0,1526
2020-11-17,Orange,361,65757,0,1526
2020-11-18,Orange,624,66381,2,1528
2020-11-19,Orange,617,66998,9,1537
2020-11-20,Orange,1214,68212,3,1540
2020-11-21,Orange,809,69021,11,1551
2020-11-22,Orange,892,69913,3,1554
2020-11-23,Orange,1161,71074,0,1554
2020-11-24,Orange,901,71975,2,1556
2020-11-25,Orange,1039,73014,3,1559
2020-11-26,Orange,1250,74264,0,1559
2020-11-27,Orange,887,75151,18,1577
2020-11-28,Orange,1731,76882,0,1577
2020-11-29,Orange,1175,78057,0,1577
2020-11-30,Orange,654,78711,0,1577
2020-12-01,Orange,757,79468,0,1577
2020-12-02,Orange,1578,81046,1,1578
2020-12-03,Orange,1141,82187,8,1586
2020-12-04,Orange,1551,83738,17,1603
2020-12-05,Orange,1997,85735,15,1618
2020-12-06,Orange,2002,87737,15,1633
2020-12-07,Orange,2056,89793,0,1633
2020-12-08,Orange,1613,91406,0,1633
2020-12-09,Orange,2357,93763,0,1633
2020-12-10,Orange,1534,95297,7,1640
2020-12-11,Orange,3060,98357,22,1662
2020-12-12,Orange,2111,100468,18,1680
2020-12-13,Orange,4300,104768,14,1694
2020-12-14,Orange,3834,108602,0,1694
2020-12-15,Orange,4291,112893,1,1695
2020-12-16,Orange,2367,115260,23,1718
2020-12-17,Orange,3107,118367,13,1731
2020-12-18,Orange,3314,121681,3,1734
2020-12-19,Orange,3893,125574,26,1760
2020-12-20,Orange,3206,128780,15,1775
2020-12-21,Orange,1664,130444,2,1777
2020-12-22,Orange,4406,134850,2,1779
2020-03-18,Mono,0,0,0,0
2020-03-19,Mono,0,0,0,0
2020-03-20,Mono,0,0,0,0
2020-03-21,Mono,1,1,0,0
2020-03-22,Mono,0,1,0,0
2020-03-23,Mono,0,1,0,0
2020-03-24,Mono,0,1,0,0
2020-03-25,Mono,3,4,0,0
2020-03-26,Mono,1,5,0,0
2020-03-27,Mono,1,6,0,0
2020-03-28,Mono,0,6,0,0
2020-03-29,Mono,2,8,0,0
2020-03-30,Mono,3,11,0,0
2020-03-31,Mono,1,12,0,0
2020-04-01,Mono,0,12,1,1
2020-04-02,Mono,4,16,0,1
2020-04-03,Mono,2,18,0,1
2020-04-04,Mono,0,18,0,1
2020-04-05,Mono,0,18,0,1
2020-04-06,Mono,0,18,0,1
2020-04-07,Mono,0,18,0,1
2020-04-08,Mono,1,19,0,1
2020-04-09,Mono,0,19,0,1
2020-04-10,Mono,1,20,0,1
2020-04-11,Mono,0,20,0,1
2020-04-12,Mono,0,20,0,1
2020-04-13,Mono,1,21,0,1
2020-04-14,Mono,1,22,0,1
2020-04-15,Mono,0,22,0,1
2020-04-16,Mono,0,22,0,1
2020-04-17,Mono,0,22,0,1
2020-04-18,Mono,0,22,0,1
2020-04-19,Mono,1,23,0,1
2020-04-20,Mono,0,23,0,1
2020-04-21,Mono,0,23,0,1
2020-04-22,Mono,0,23,0,1
2020-04-23,Mono,0,23,0,1
2020-04-24,Mono,0,23,0,1
2020-04-25,Mono,0,23,0,1
2020-04-26,Mono,0,23,0,1
2020-04-27,Mono,0,23,0,1
2020-04-28,Mono,2,25,0,1
2020-04-29,Mono,0,25,0,1
2020-04-30,Mono,0,25,0,1
2020-05-01,Mono,0,25,0,1
2020-05-02,Mono,0,25,0,1
2020-05-03,Mono,0,25,0,1
2020-05-04,Mono,0,25,0,1
2020-05-05,Mono,0,25,0,1
2020-05-06,Mono,1,26,0,1
2020-05-07,Mono,0,26,0,1
2020-05-08,Mono,1,27,0,1
2020-05-09,Mono,0,27,0,1
2020-05-10,Mono,0,27,0,1
2020-05-11,Mono,3,30,0,1
2020-05-12,Mono,1,31,0,1
2020-05-13,Mono,0,31,0,1
2020-05-14,Mono,0,31,0,1
2020-05-15,Mono,0,31,0,1
2020-05-16,Mono,1,32,0,1
2020-05-17,Mono,0,32,0,1
2020-05-18,Mono,1,33,0,1
2020-05-19,Mono,0,33,0,1
2020-05-20,Mono,0,33,0,1
2020-05-21,Mono,0,33,0,1
2020-05-22,Mono,1,34,0,1
2020-05-23,Mono,0,34,0,1
2020-05-24,Mono,0,34,0,1
2020-05-25,Mono,0,34,0,1
2020-05-26,Mono,0,34,0,1
2020-05-27,Mono,0,34,0,1
2020-05-28,Mono,0,34,0,1
2020-05-29,Mono,0,34,0,1
2020-05-30,Mono,0,34,0,1
2020-05-31,Mono,0,34,0,1
2020-06-01,Mono,1,35,0,1
2020-06-02,Mono,0,35,0,1
2020-06-03,Mono,0,35,0,1
2020-06-04,Mono,0,35,0,1
2020-06-05,Mono,0,35,0,1
2020-06-06,Mono,0,35,0,1
2020-06-07,Mono,0,35,0,1
2020-06-08,Mono,0,35,0,1
2020-06-09,Mono,0,35,0,1
2020-06-10,Mono,0,35,0,1
2020-06-11,Mono,0,35,0,1
2020-06-12,Mono,0,35,0,1
2020-06-13,Mono,0,35,0,1
2020-06-14,Mono,-1,34,0,1
2020-06-15,Mono,0,34,0,1
2020-06-16,Mono,0,34,0,1
2020-06-17,Mono,0,34,0,1
2020-06-18,Mono,0,34,0,1
2020-06-19,Mono,0,34,0,1
2020-06-20,Mono,0,34,0,1
2020-06-21,Mono,0,34,0,1
2020-06-22,Mono,0,34,0,1
2020-06-23,Mono,1,35,0,1
2020-06-24,Mono,0,35,0,1
2020-06-25,Mono,0,35,0,1
2020-06-26,Mono,0,35,0,1
2020-06-27,Mono,0,35,0,1
2020-06-28,Mono,0,35,0,1
2020-06-29,Mono,0,35,0,1
2020-06-30,Mono,1,36,0,1
2020-07-01,Mono,1,37,0,1
2020-07-02,Mono,0,37,0,1
2020-07-03,Mono,0,37,0,1
2020-07-04,Mono,0,37,0,1
2020-07-05,Mono,2,39,0,1
2020-07-06,Mono,1,40,0,1
2020-07-07,Mono,2,42,0,1
2020-07-08,Mono,3,45,0,1
2020-07-09,Mono,0,45,0,1
2020-07-10,Mono,0,45,0,1
2020-07-11,Mono,0,45,0,1
2020-07-12,Mono,0,45,0,1
2020-07-13,Mono,2,47,0,1
2020-07-14,Mono,1,48,0,1
2020-07-15,Mono,4,52,0,1
2020-07-16,Mono,1,53,0,1
2020-07-17,Mono,1,54,0,1
2020-07-18,Mono,0,54,0,1
2020-07-19,Mono,9,63,0,1
2020-07-20,Mono,15,78,0,1
2020-07-21,Mono,1,79,0,1
2020-07-22,Mono,3,82,0,1
2020-07-23,Mono,0,82,0,1
2020-07-24,Mono,0,82,0,1
2020-07-25,Mono,0,82,0,1
2020-07-26,Mono,0,82,0,1
2020-07-27,Mono,17,99,0,1
2020-07-28,Mono,3,102,0,1
2020-07-29,Mono,0,102,0,1
2020-07-30,Mono,2,104,0,1
2020-07-31,Mono,0,104,0,1
2020-08-01,Mono,0,104,0,1
2020-08-02,Mono,0,104,0,1
2020-08-03,Mono,0,104,0,1
2020-08-04,Mono,0,104,0,1
2020-08-05,Mono,0,104,0,1
2020-08-06,Mono,7,111,0,1
2020-08-07,Mono,1,112,0,1
2020-08-08,Mono,1,113,0,1
2020-08-09,Mono,0,113,0,1
2020-08-10,Mono,10,123,0,1
2020-08-11,Mono,1,124,0,1
2020-08-12,Mono,0,124,0,1
2020-08-13,Mono,0,124,0,1
2020-08-14,Mono,2,126,0,1
2020-08-15,Mono,0,126,0,1
2020-08-16,Mono,0,126,0,1
2020-08-17,Mono,0,126,0,1
2020-08-18,Mono,3,129,0,1
2020-08-19,Mono,-1,128,1,2
2020-08-20,Mono,0,128,0,2
2020-08-21,Mono,0,128,0,2
2020-08-22,Mono,1,129,0,2
2020-08-23,Mono,0,129,0,2
2020-08-24,Mono,0,129,0,2
2020-08-25,Mono,0,129,0,2
2020-08-26,Mono,12,141,0,2
2020-08-27,Mono,4,145,0,2
2020-08-28,Mono,0,145,0,2
2020-08-29,Mono,0,145,0,2
2020-08-30,Mono,0,145,0,2
2020-08-31,Mono,0,145,0,2
2020-09-01,Mono,0,145,0,2
2020-09-02,Mono,0,145,0,2
2020-09-03,Mono,-1,144,0,2
2020-09-04,Mono,1,145,0,2
2020-09-05,Mono,0,145,0,2
2020-09-06,Mono,0,145,0,2
2020-09-07,Mono,0,145,0,2
2020-09-08,Mono,0,145,0,2
2020-09-09,Mono,0,145,0,2
2020-09-10,Mono,0,145,0,2
2020-09-11,Mono,0,145,0,2
2020-09-12,Mono,2,147,0,2
2020-09-13,Mono,0,147,0,2
2020-09-14,Mono,0,147,0,2
2020-09-15,Mono,0,147,0,2
2020-09-16,Mono,0,147,0,2
2020-09-17,Mono,0,147,0,2
2020-09-18,Mono,0,147,0,2
2020-09-19,Mono,0,147,0,2
2020-09-20,Mono,0,147,0,2
2020-09-21,Mono,0,147,0,2
2020-09-22,Mono,2,149,0,2
2020-09-23,Mono,0,149,0,2
2020-09-24,Mono,0,149,0,2
2020-09-25,Mono,0,149,0,2
2020-09-26,Mono,-1,148,0,2
2020-09-27,Mono,0,148,0,2
2020-09-28,Mono,0,148,0,2
2020-09-29,Mono,1,149,0,2
2020-09-30,Mono,1,150,0,2
2020-10-01,Mono,0,150,0,2
2020-10-02,Mono,0,150,0,2
2020-10-03,Mono,2,152,0,2
2020-10-04,Mono,0,152,0,2
2020-10-05,Mono,0,152,0,2
2020-10-06,Mono,1,153,0,2
2020-10-07,Mono,0,153,0,2
2020-10-08,Mono,0,153,0,2
2020-10-09,Mono,1,154,0,2
